FacilityName,POINT_X,POINT_Y,Region,District,ActivityHP,ValueID,LabelID,FederalID,SNO,RegionID,ZoneID,DistrictID,LocationID,Month,Year,Value,Level,FACILITYTYPE
Qabate Health Post,,,Oromiya,Kofele Woreda,BCG doses given (all ages),556579056,28,0,1.3.10.1(Given),4,417,41704,417040042,2,2008,2,0,3
Ginicii Health Center,0,0,Oromiya,Dendi Woreda,,544013875,416,0,,4,405,40510,405100021,2,2008,10,0,2
Kara Megene Health Center,0,0,Oromiya,Gindhir Woreda,,545950151,696,0,,4,411,41108,411080028,2,2008,10,0,2
Biradama Melestegna Clinic,,,Amhara,Quarit Woreda,,519998084,361,0,,3,307,30706,307060039,3,2008,5,0,6
Wukro 1 Health Center,13.7831384,39.5952523,Tigray,Wekero Town Woreda,,513839558,961,0,,1,103,10309,103090021,3,2008,1,0,2
Biliy Health Health Center,0,0,Amhara,Borena Woreda,,509326011,1338,0,,3,304,30421,304210023,3,2008,4,0,2
Kebebush  Primery Clinic,,,Oromiya,,,544549639,511,0,,4,430,0,430000065,3,2008,3,0,6
Hawelti Health Center,0,0,Tigray,Raya Azebo Woreda,,528120876,710,0,,1,104,10406,104060026,3,2008,10,0,2
Beshesha Health Center,0,0,Oromiya,Gomma Woreda, Age: 0-24 Months,553383819,3058,0,2.2.1.1,4,404,40407,404070026,3,2008,3,0,2
Golbo Health Center,0,0,Amhara,Ambasel Woreda, Age: 0-24 Months,525149763,3060,0,2.2.2.1,3,304,30404,304040023,3,2008,2,0,2
Branna Small Clinic,,,Addis Ababa,Cherkos Kifle Ketema,,515255777,516,0,,14,0,14106,141060042,3,2008,0,0,4
Gerba Hu Health Center,0,0,Oromiya,Kokosa Woreda,,548822950,1373,0,,4,417,41708,417080026,3,2008,0,0,2
Hawisho Health Center,0,0,Oromiya,Sinana Woreda,,542795999,466,0,,4,411,41109,411090024,3,2008,0,0,2
Koji Health Center,,,Oromiya,Limuna Bilbilo Woreda,,529076759,1324,0,,4,408,40818,408180026,3,2008,2,0,2
Selga 22 Health Center,0,0,Beneshangul Gumuz,Assosa Woreda,                  : females,552207318,3688,0,4.2.1.2.1.14,6,603,60303,603030022,3,2008,9,0,2
Aselel Health Center,0,0,Amhara,Legahida Woreda,5c = TDF-ddl-LPV/R : males,525509240,3814,0,4.2.1.3.2.5,3,304,30420,304200024,3,2008,2,0,2
Adiremets Health Center,0,0,Tigray,Welkayit Woreda,,513869416,1255,0,,1,105,10502,105020021,3,2008,5,0,2
Belay Assegid,,,Amhara,Were Ilu Woreda,,509307966,1380,0,,3,304,30415,304150028,3,2008,6,0,6
Ilala Health Center,0,0,Oromiya,Shala Woreda,,546978140,1376,0,,4,417,41702,417020025,3,2008,4,0,2
Ambadago Health Center,0,0,Amhara,Abergele Woreda,25-49 years : males,526849795,3709,0,4.2.1.4.1.15,3,308,30805,308050021,3,2008,7,0,2
Lukas Higher Clinic,,,Oromiya,,Number of deaths in the first 24 hrs of life /institutional/,552359623,16,0,1.3.11.1,4,415,0,22,3,2008,4,0,6
Eneme Health Post,0,0,Amhara,Enarj Enawga Woreda,,519527174,846,0,,3,306,30605,3060500315,3,2008,9,0,3
Geba Jimata Health Center,0,0,Oromiya,Gida Ayana Woreda,,511825855,1399,0,,4,402,40219,402190024,3,2008,8,0,2
Woldia Medium Clinic,,,Amhara,Woldia Town Woreda,,509151243,1311,0,,3,303,30309,303090025,3,2008,5,0,6
Awumara Health Post,0,0,Oromiya,Qersa Woreda,,544637302,644,0,,4,410,41008,4100800331,3,2008,0,0,3
Gedo Hospital,9.016667,37.45,Oromiya,Chelia Woreda,,529544519,1468,0,,4,405,40505,405050011,3,2008,10,0,1
Ayati Arasho Health Post,0,0,Oromiya,Debre Libanos Woreda,OPD visits < 5: new Male,554080919,164,0,1.1.1,4,406,40607,4060700305,3,2008,2,0,3
Tesfa Juner Clinic,,,Amhara,Woldia Town Woreda,Number of women tested positive for HIV,524992817,3502,0,1.2.1.4,3,303,30309,303090028,3,2008,10,0,6
Meti Medium Clinic,0,0,Addis Ababa,Kolfe Keraniyo Kefle Ketema,"Total new and repeat acceptors, disaggregated by method",515730259,4472,0,1.1.1.2,14,0,14103,141030065,3,2008,5,0,6
Tsaedakerni Health Center,0,0,Tigray,Tselemt Woreda,,513477544,1346,0,,1,101,10106,101060027,3,2008,10,0,2
Ketema Clinic,,,Oromiya,Chelia Woreda,,543761926,812,0,,4,405,40505,405050034,3,2008,8,0,6
K Bujuree Health Post,0,0,Oromiya,Adami Tulu Jido Kombolcha Woreda, Age: 0-24 Months,554333432,3058,0,2.2.1.1,4,407,40708,407080141,3,2008,2,0,3
Goroabo Health Center,0,0,Oromiya,Gole Oda Woreda,5b = ABC+ddl-NFV : males,555425685,3849,0,4.2.1.4.2.3,4,410,41017,410170022,3,2008,4,0,2
Tere Health Center,0,0,Amhara,Kewet Woreda,,519224241,468,0,,3,305,30512,305120021,3,2008,4,0,2
Bergobi Health Center,0,0,Amhara,Efratana Gidim Woreda,,509403035,1241,0,,3,305,30508,305080025,3,2008,8,0,2
Shukute Health Center,0,0,Oromiya,Jeldu Woreda,,543750429,467,0,,4,405,40502,405020022,3,2008,2,0,2
Gofa Yambo Health Post,0,0,Oromiya,Goro Dola Woreda,,542097442,835,0,,4,414,41413,4141300315,3,2008,10,0,3
Saka Yedi Health Post,,,Oromiya,Ginde Beret Woreda,Total number of maternal deaths in the community,553626792,4475,0,1.1.11.4,4,405,40501,405010029,3,2008,3,0,3
Cabbi D_Nyata Health Center,0,0,Oromiya,Shashemene Zuria Woreda,IUCD,556737346,3026,0,1.1.1.2.2.4,4,417,41712,417120027,3,2008,8,0,2
Anjenie Health Center,0,0,Amhara,Dembecha Woreda,,520030185,642,0,,3,307,30708,307080025,3,2008,9,0,2
Betelihem Health Center,0,0,Amhara,Tach Gayint Woreda,,509017998,974,0,,3,302,30206,302060025,3,2008,4,0,2
Tulu Health Center,8.6599773,38.2100415,Amhara,Legambo Woreda,,509276383,867,0,,3,304,30410,304100026,3,2008,3,0,2
Zarihun Medium Clinic,,,Oromiya,Begi Woreda,,542726089,445,0,,4,401,40116,401160028,3,2008,1,0,6
Tsilielo Health Center,0,0,Tigray,Welkayit Woreda,,528218150,810,0,,1,105,10502,105020027,3,2008,2,0,2
Higloley Health Center,0,0,Somali,Debewoin Woreda,,551307534,618,0,,5,505,50504,505040021,3,2008,2,0,2
Meneguzer Health Post,0,0,Amhara,Fogera Woreda,"Number of live-born babies with birth weight less than 2,500 g",524499042,19,0,2.1.1,3,302,30203,3020300335,3,2008,3,0,3
Adi Keyeh Health Center,0,0,Tigray,Hintalo Wajirat Woreda,,513885389,1247,0,,1,107,10703,107030021,3,2008,9,0,2
Wegne Gudo Health Center,0,0,Oromiya,Habro Woreda,,511708437,1413,0,,4,409,40908,409080023,3,2008,8,0,2
Hora Medium Clinic,,,Oromiya,,,544511108,667,0,,4,430,0,430000024,3,2008,3,0,6
Kossa SF,,,Oromiya,Limu Kosa Woreda,,529493254,923,0,,4,404,40402,404020031,3,2008,1,0,6
Guder Primary Hospital,,,Oromiya,,5g= TDF + 3TC + EFV : males,553871301,3785,0,4.2.1.2.2.13,4,405,0,405150014,3,2008,2,0,1
D_Elias Zuria Health Post,0,0,Amhara,Debre Elias Woreda,BCG doses opened,526186172,1645,0,1.3.10.1(Opened),3,306,30608,3060800301,3,2008,10,0,3
Woji Health Center,0,0,Amhara,Fogera Woreda,,518009566,310,0,,3,302,30203,302030023,3,2008,7,0,2
02 Kebele Health Center,0,0,Amhara,Kombolcha Town Woreda,,509316502,1424,0,,3,304,30417,304170023,3,2008,2,0,2
Woreda 11 Health Center,8.92,38.74,Addis Ababa,Nefas Silk Lafto Kefle Ketema,,550442517,1286,0,,14,0,14102,141020025,3,2008,4,0,2
Fincha Sugar Factory Health Center,9.789934,37.420047,Oromiya,Abay Chomen Woreda,,529216645,1415,0,,4,419,41905,419050022,3,2008,3,0,2
Lekicha Health Center,0,0,Oromiya,Munesa Woreda,                  : females,554670837,3619,0,4.2.1.1.1.1.8,4,408,40817,408170023,3,2008,3,0,2
Zobel Health Center,0,0,Amhara,Raya Kobo Woreda,                  : females,524798003,3630,0,4.2.1.1.1.2.2,3,303,30302,303020026,3,2008,0,0,2
Selam Higher Clinic,,,Addis Ababa,Bole Kifle Ketema,,515369525,778,0,,14,0,14110,141100067,3,2008,0,0,6
Adere Lepho Health Center,9.1216,37.069,Oromiya,Zeway Dugda Woreda,,511270587,1213,0,,4,408,40806,408060026,3,2008,6,0,2
Rediet Medium Clinic,,,Oromiya,,,544536663,526,0,,4,430,0,430000054,3,2008,9,0,6
Busa Health Center,0,0,Oromiya,Wondo Woreda,,529362717,1582,0,,4,417,41714,417140021,3,2008,0,0,2
Biso Gombo Health Post,0,0,Oromiya,Omonada Woreda,Number of children under one year of age who have received third dose of pneumococcal  vaccine,553504496,3003,0,1.3.4.1,4,404,40411,4041100309,3,2008,2,0,3
Hidar 11 Health Center,0,0,Amhara,Debretabor Town Woreda,Units of blood received from NBTS & regional blood banks,524736245,3208,0,5.1,3,302,30210,302100023,3,2008,9,0,2
Afran Primary Hospital,,,Addis Ababa,Kolfe Keraniyo Kefle Ketema,,515216858,473,0,,14,0,14103,141050139,3,2008,2,0,1
Andabet Health Center,0,0,Amhara,Mirab Esta Woreda,,509053663,1584,0,,3,302,30211,302110024,3,2008,3,0,2
Gamo Jibat Health Post,0,0,Oromiya,Jibat Woreda,,543846250,436,0,,4,405,40518,4051800314,3,2008,9,0,3
Andinat Medium Clinic,,,Oromiya,Adaba Woreda,5-9 years : males,556722434,3699,0,4.2.1.4.1.5,4,417,41710,417100038,3,2008,6,0,6
Gebigebo Health Center,0,0,Somali,Tuliguled Woreda,,551234421,1144,0,,5,502,50208,502080021,3,2008,9,0,2
0-10 Health Post,0,0,Amhara,Menz Gera Midir Woreda,,519139672,289,0,,3,305,30505,3050500316,3,2008,7,0,3
Selihom Ophthalmic Special Primary Clinic,,,Amhara,,,509870749,1810,0,,3,314,0,314000049,3,2008,10,0,6
Awbarw Health Center,0,0,Oromiya,Gursum Woreda,,548323981,1812,0,,4,410,41003,410030027,3,2008,7,0,2
Welensu Lakk. 1 Health Post,0,0,Oromiya,Meta Woreda,,544656715,291,0,,4,410,41009,4100900302,3,2008,1,0,3
Doctor Tedros Medium Clinic,,,Tigray,Humera Town Woreda,,528249340,417,0,,1,105,10504,105040024,3,2008,0,0,6
Mana Sibu Health Center,9.792661,35.107386,Oromiya,Mene Sibu Woreda,OTHER                                : males,552386453,4428,0,4.2.1.2.1.15,4,401,40101,401010021,3,2008,1,0,2
Goromendra Health Center,0,0,Amhara,Kutaber Woreda,                            : females,525129771,3802,0,4.2.1.3.1.8,3,304,30403,304030022,3,2008,5,0,2
St. Mary HIGHER CLINIC,0,0,Addis Ababa,Nefas Silk Lafto Kefle Ketema,TT doses given,515611655,32,0,1.3.10.7(Given),14,0,14102,141020042,3,2008,5,0,6
LOGOHAIK MEDIUM CLINIC,,,Amhara,Tehuledere Woreda,,509233626,936,0,,3,304,30405,304050032,3,2008,6,0,6
Birbirsa Health Post,,,Oromiya,Girawa Woreda,,545023862,377,0,,4,410,41016,410160029,3,2008,2,0,3
Kabanawa Dima Health Center,0,0,Oromiya,Girja Woreda,,529171466,1282,0,,4,414,41410,414100022,3,2008,0,0,2
Dhukiso Health Center,0,0,Somali,Moyale Woreda,                  : females,551789665,3932,0,4.2.1.10.1.8,5,509,50903,509030021,3,2008,5,0,2
Jinga Dibu Health Center,0,0,Oromiya,Gololcha Woreda,                            : females,554444861,3817,0,4.2.1.3.2.8,4,408,40803,408030025,3,2008,6,0,2
Tsana Health Center,12.977054,39.148916,Amhara,Abergele Woreda,,520250794,832,0,,3,308,30805,308050024,3,2008,4,0,2
Fikireselam Primary Clinic,,,Amhara,Zigem Town Woreda,,509733050,965,0,,3,309,30910,309100026,3,2008,2,0,6
Goshine Health Post,0,0,Gambella,Godere Woreda,,511155909,434,0,,12,1203,120301,1203010307,3,2008,7,0,3
Ilu Muxe Health Post,0,0,Oromiya,Adaa Berga Woreda,,544198647,304,0,,4,405,40513,4051300313,3,2008,5,0,3
Kallacha Health Centre,,,Oromiya,Kersa Woreda,,529432659,855,0,,4,404,40405,404050035,3,2008,9,0,2
Fandee Ejersa Health Center,0,0,Oromiya,Shala Woreda,,548754067,1192,0,,4,417,41702,417020026,3,2008,3,0,2
Cooraa Dambii Health Post,0,0,Oromiya,Darimu Woreda,< 5 years : males,552898312,3199,0,4.2.5.3.1.1,4,403,40301,4030100314,3,2008,0,0,3
Densa Bata Health Center,0,0,Amhara,Yilmana Densa Woreda,,519874146,314,0,,3,307,30703,307030026,3,2008,7,0,2
Awash Clinic,,,Harari,Gineela Woreda,,511174381,336,0,,13,1302,130205,1302050025,3,2008,7,0,6
Osole Health Center,0,0,Oromiya,Jeldu Woreda,,547857002,1582,0,,4,405,40502,405020025,3,2008,5,0,2
Dume Health Post,0,0,Oromiya,Meda Welabu Woreda,,542840407,380,0,,4,411,41113,4111300312,3,2008,0,0,3
Awash Clinic,,,Harari,Gineela Woreda,5-9 years : males,527629318,3643,0,4.2.1.1.2.1.5,13,1302,130205,1302050025,3,2008,2,0,6
Forkdaba Health Center,0,0,Afar,Dewe Woreda,5d = TDF-ddl-NFV : males,549343143,3779,0,4.2.1.2.2.7,2,205,20503,205030023,3,2008,10,0,2
Tiltila Health Center,0,0,Amhara,Kelela Woreda,                  : Female Pregnant,525357596,3921,0,4.2.1.9.1.2.12,3,304,30413,304130026,3,2008,7,0,2
FENTER,,,Amhara,,,517351810,839,0,,3,313,0,313000046,3,2008,7,0,3
Abol Health Center,8.266695,34.458806,Gambella,Gambela Zurya Woreda,,511149168,468,0,,12,1201,120101,1201010022,3,2008,1,0,2
Gute Mikael Health Center,,,Oromiya,Seyo Nole Woreda,,547054411,1558,0,,4,401,40118,401180025,3,2008,3,0,2
Meti Health Center,0,0,Oromiya,Ambo Woreda,,530191821,1809,0,,4,405,40503,405030023,3,2008,0,0,2
Bulbula Health Center,8.95,38.78,Addis Ababa,Bole Kifle Ketema,,550503024,1357,0,,14,0,14110,141100026,3,2008,7,0,2
Gudene Sirba Health Post,0,0,Oromiya,Guduru Woreda,Implants,557012950,3020,0,1.1.1.2.1.3,4,419,41903,4190300327,3,2008,4,0,3
Shimbit Health Center,0,0,Amhara,,,516881877,945,0,,3,311,0,311000028,4,2008,0,0,2
Abebe Clinic,,,Amhara,Finote Selam Town Woreda,,520166008,535,0,,3,307,30714,307140015,4,2008,2,0,6
Ferenj Arada Medium Clinic,,,Oromiya,,                                                             : females,556450457,3726,0,4.2.1.5.1.1.10,4,416,0,4160048,4,2008,10,0,6
Dicho Health Center,,,Oromiya,Sibu Sire Woreda,,548307961,1353,0,,4,402,40209,402090024,4,2008,8,0,2
Ergib Primary Clinic,,,Amhara,Jabi Tehinan Woreda,Triple ARV prophylaxis,526667701,3504,0,1.2.2.4.2,3,307,30709,307090046,4,2008,4,0,6
Millenneum Health Center,0,0,Tigray,Axum Town Woreda,,535791025,522,0,,1,102,10213,102130022,4,2008,6,0,2
Gindo Health Center,8.590313,37.754418,Oromiya,Ameya Woreda,,544064040,847,0,,4,413,41301,413010021,4,2008,6,0,2
Bekur GYB OBS Special Higher Clinic,0,0,Addis Ababa,Kolfe Keraniyo Kefle Ketema,Injectables,515704088,3024,0,1.1.1.2.2.2,14,0,14103,141030036,4,2008,5,0,6
Abuye Gurba Health Center,0,0,Amhara,Wogidi Woreda,,518923401,814,0,,3,304,30416,304160023,4,2008,8,0,2
Adaa Bonaya Health Post,0,0,Oromiya,Hidabu Abote Woreda,15-19 years,554032418,3011,0,1.1.1.1.1.2,4,406,40603,4060300309,4,2008,0,0,3
Lemlem Health Post,0,0,Tigray,Tahitay Koraro Woreda,15-19 years,550614665,3011,0,1.1.1.1.1.2,1,101,10104,1010400305,4,2008,9,0,3
Birbir Health Center,0,0,Amhara,Sekota Woreda,LQAS score,526802145,188,0,4.1,3,308,30802,308020026,4,2008,10,0,2
Boni Health Center,0,0,Oromiya,Jeldu Woreda,,530393233,1228,0,,4,405,40502,405020024,4,2008,5,0,2
Gole Belina Health Post,0,0,Oromiya,Qersa Woreda,,544614838,406,0,,4,410,41008,4100800313,4,2008,1,0,3
Habtie  Primery Clinic,,,Amhara,Quara Woreda,,516053238,1180,0,,3,301,30114,301140055,4,2008,0,0,6
Atekelt Health Post,0,0,Amhara,Dembia Woreda,20 - 24 years,524066848,3012,0,1.1.1.1.1.3,3,301,30111,3011100303,4,2008,9,0,3
Seifu Clinic,,,Oromiya,,                 : females,556395421,4016,0,4.2.2.1.1.10,4,415,0,415010040,4,2008,1,0,6
Buluk Health Center,0,0,Oromiya,Arena Buluq Woreda,,547365584,1273,0,,4,411,41111,411110023,4,2008,10,0,2
Teskaremariam Health Center,0,0,Amhara,Dejen Woreda,10-14 years : males,526302362,3701,0,4.2.1.4.1.7,3,306,30613,306130025,4,2008,0,0,2
Shara HC Health Center,0,0,Oromiya,Abaya Woreda,,529866377,1473,0,,4,412,41213,412130022,4,2008,2,0,2
Yaya Alango Health Post,0,0,Oromiya,Hidabu Abote Woreda,,544482556,506,0,,4,406,40603,4060300303,4,2008,2,0,3
Gojeb Dental Clinic,,,Addis Ababa,Arada Kifle Ketema,,514780279,496,0,,14,0,14107,141070079,4,2008,3,0,6
Minbyew Primary Clinic,,,Amhara,Fogera Woreda,,518047138,663,0,,3,302,30203,302030046,4,2008,2,0,6
0-20 Health Post,0,0,Amhara,Menz Gera Midir Woreda,Number of Live births,525678900,8,0,1.1.12.2,3,305,30505,3050500310,4,2008,2,0,3
Abu Kemad Health Center,8.3426,35.8018,Oromiya,Gasera Woreda,                  : females,555507318,4261,0,4.2.4.4.2.10,4,411,41106,411060023,4,2008,4,0,2
CMF _Christian Missionary Follow,,,Beneshangul Gumuz,Bulen Woreda,Ergometrine Maleate Tablets,552175677,148,0, ,6,602,60207,602070042,4,2008,10,0,4
SibuAbad Health Center,0,0,Oromiya,Hitosa Woreda,,529981937,897,0,,4,408,40807,408070023,4,2008,6,0,2
Kagni Gabrel Health Center,0,0,Oromiya,Midakegni Woreda,,543687394,420,0,,4,405,40504,405040022,4,2008,1,0,2
Aba Weledentinsaye Gizaw Mothers Children Welfare Association Clinic,0,0,Addis Ababa,Bole Kifle Ketema,,515350087,562,0,,14,0,14110,141100049,4,2008,4,0,4
Gulesh Health Center,0,0,Amhara,Raya Kobo Woreda,,518307749,592,0,,3,303,30302,303020023,4,2008,3,0,2
Kombolcha Health Post,0,0,Amhara,Minjar Woreda,Pneumococcal conjugated vaccine doses opened,525871528,3007,0,1.3.10.3(Opened),3,305,30518,3051800304,4,2008,8,0,3
Feyine Jimata Health Center,0,0,Oromiya,Sasiga Woreda,                  : females,552791193,4259,0,4.2.4.4.2.8,4,402,40211,402110022,4,2008,0,0,2
Afrah Lower Clinic,,,Amhara,Kemise Town Woreda,Number of children under one year of age who have received 2nd  dose of Rotavirus  vaccine,527159447,3005,0,1.3.6.1,3,310,31006,310060028,4,2008,10,0,6
Ali Nervo Health Post,0,0,Oromiya,Nono Woreda,,543910565,275,0,,4,405,40508,4050800320,4,2008,9,0,3
Worgesa Health Center,0,0,Amhara,Habru Woreda,,516239013,886,0,,3,303,30308,303080023,4,2008,1,0,2
Brook,,,Amhara,Shewarobit Town Woreda,,519396980,660,0,,3,305,30524,305240029,4,2008,7,0,6
Anuwar Primary Clinic,,,Beneshangul Gumuz,Menge Woreda,Medroxyprogesterone (depo) Injection,552194952,147,0, ,6,603,60301,603010065,4,2008,9,0,6
Gubo Hema Health Post,,,Oromiya,Girja Woreda,Ferrous Sailt plus Folic Acid,556289176,149,0, ,4,414,41410,414100029,4,2008,10,0,3
Bakke Balia Health Post,0,0,Oromiya,Ginde Beret Woreda,,543740072,386,0,,4,405,40501,4050100315,4,2008,2,0,3
Kancharo Health Center,,,Oromiya,Dillo Woreda,,547614570,1590,0,,4,412,41218,412180101,4,2008,4,0,2
Marie  Primery Clinic,,,Amhara,Quara Woreda,,516035223,1290,0,,3,301,30114,301140041,4,2008,1,0,6
Telfe Health Post,0,0,Amhara,Habru Woreda,,518470144,395,0,,3,303,30308,3030800321,4,2008,10,0,3
Chanka 02 Health Post,0,0,Oromiya,Dale Wabera Woreda, Age: 25-59 Months,556849634,3059,0,2.2.1.2,4,418,41803,4180300308,4,2008,4,0,3
Sengo Health Post,0,0,Oromiya,Zeway Dugda Woreda,Implants,554509636,3025,0,1.1.1.2.2.3,4,408,40806,4080600305,4,2008,2,0,3
Ethio Medium Clinic,,,Tigray,Qdemay Woyan Woreda,,535904110,694,0,,1,106,10607,106010037,4,2008,6,0,6
Warka Garra,,,Oromiya,Dendi Woreda,,544138286,753,0,,4,405,40510,405100052,4,2008,10,0,3
NAIN MCH SPECILISTY CENTER,,,Addis Ababa,Nefas Silk Lafto Kefle Ketema,,514944153,528,0,,14,0,14102,141020081,4,2008,6,0,6
Dek health center,0,0,Amhara,Jawi Woreda,,517066720,644,0,,3,309,30906,309060021,4,2008,0,0,2
Hamusit Health Center,11.7837,37.5629,Amhara,Dera Woreda,20-24 years : males,524697789,3631,0,4.2.1.1.1.2.3,3,302,30209,302090023,4,2008,8,0,2
Wekito Madalu Health Center,0,0,Oromiya,Seka Chokorsa Woreda,Failure  EPTB cases,553435159,4114,0,4.2.2.3.3.1.4,4,404,40409,404090026,4,2008,9,0,2
Lakew Tegegn Primary Clinic,,,Amhara,Gonge Kolela Woreda,>= 50 years : males,526729629,3670,0,4.2.1.1.2.2.15,3,307,30712,307120029,4,2008,2,0,6
W_Eltoke Health Post,0,0,Oromiya,Goro Woreda,,542989954,780,0,,4,411,41116,4111600316,4,2008,6,0,3
UNIVERSAL MEDIUMCLINIC,,,Oromiya,Dodola Woreda,,548946926,1573,0,,4,417,41707,417070015,4,2008,4,0,6
Dangla Medium Clinic,,,Amhara,Dangla Town Woreda,,516825170,1160,0,,3,309,30908,309080023,4,2008,4,0,6
Chanie Medium Clinic,,,Amhara,Tenta Woreda,1-4 years : males,525126470,3870,0,4.2.1.6.3,3,304,30402,304020035,4,2008,3,0,6
Wajeti Mendi Health Post,,,Oromiya,Mene Sibu Woreda,Number of supervisory visits with written feedback received,552410934,3982,0,1.1,4,401,40101,401010035,4,2008,0,0,3
Gozamin Zuria Health Center,0,0,Amhara,Gozamin Woreda,                  : females,526222604,3680,0,4.2.1.2.1.6,3,306,30610,306100022,4,2008,3,0,2
Elu Medium Clinic,,,Oromiya,Elu Gelan Woreda,,543878386,687,0,,4,405,40521,405210024,4,2008,3,0,6
Girum,0,0,Addis Ababa,Addis Ketema Kifle Ketema,                  : females,515878065,4253,0,4.2.4.4.2.2,14,0,14108,141080024,4,2008,1,0,7
Yaya Health Post,0,0,Amhara,Werebabo Woreda,,518703673,288,0,,3,304,30406,3040600305,4,2008,3,0,3
Welgeho 44 Mazoriya Health Center,,,Oromiya,Sendafa Woreda,Number of children under one year of age who have received first dose of Rotavirus  vaccine,557244662,3004,0,1.3.5.1,4,423,42312,423120026,4,2008,4,0,2
Gasera Sekaro Health Post,0,0,Oromiya,Shebe Senbo Woreda, Age: 25-59 Months,553565123,3061,0,2.2.2.2,4,404,40414,4041400316,4,2008,2,0,3
Oromiya,,,Oromiya,Gedeb Asasa Woreda,,531090967,1360,0,,4,417,41706,417060050,4,2008,10,0,6
Taja Gora Sakeyo Health Post,0,0,Oromiya,Dawo Woreda,,544216544,741,0,,4,413,41304,4130400318,4,2008,4,0,3
St_Yared General Hospital,0,0,Addis Ababa,Bole Kifle Ketema,,514504633,1126,0,,14,0,14110,141100050,4,2008,3,0,7
Hiwot Lower Clinic,,,Amhara,Kombolcha Town Woreda,,518944552,513,0,,3,304,30417,304170028,4,2008,2,0,6
Obbi 63,,,Oromiya,Oda Bultum Woreda,Number of children under one year of age who have received third dose of pneumococcal  vaccine,555079644,3003,0,1.3.4.1,4,409,40917,409170040,4,2008,8,0,3
Dhoboweyn Health Center,0,0,Somali,Debewoin Woreda,,551448138,1577,0,,5,505,50504,505040022,4,2008,10,0,2
Africa Medium Clinic,,,Dire Dawa,Dire Dawa Operational Woreda Health Office,,527396025,433,0,,15,0,150101,1501010025,4,2008,10,0,6
Garaddoo Health Post,0,0,Oromiya,Dedesa Woreda,,543258137,281,0,,4,403,40308,4030800305,4,2008,8,0,3
Asendabo Health Center,7.762087,37.232677,Oromiya,Omonada Woreda,,547292224,1093,0,,4,404,40411,404110021,4,2008,9,0,2
Debere Markos Hospital,10.32368,37.725556,Amhara,,,516601252,2408,0,,3,306,0,306000012,4,2008,5,0,1
ADDIS HIOWTPRIMERYCLINC,,,Amhara,Gozamin Woreda,,519652083,311,0,,3,306,30610,306100030,4,2008,6,0,6
Sole Health Center,0,0,Oromiya,Shirka Woreda,                            : females,554621683,3788,0,4.2.1.2.2.16,4,408,40814,408140023,4,2008,2,0,2
Jawis Health Center,0,0,Oromiya,Bilo Bosha Woreda,                 : females,552738348,4077,0,4.2.2.1.4.14,4,402,40205,402050023,4,2008,8,0,2
